systype,sysid,description,default_string,translation,context
3,120,Custom Field Label - Administrator Rights Justification(CFadministratorJustification),Administrator Rights Justification,,
5,120,Custom Field hint - Administrator Rights Justification(CFadministratorJustification),,,
3,121,Custom Field Label - Cost Centre(CFcostCentre),Cost Centre,,
5,121,Custom Field hint - Cost Centre(CFcostCentre),,,
3,122,Custom Field Label - Request Details(CFrequestDetails),Request Details,,
5,122,Custom Field hint - Request Details(CFrequestDetails),,,
3,123,Custom Field Label - Existing Location(CFexistingLocation),Existing Location,,
5,123,Custom Field hint - Existing Location(CFexistingLocation),"Please describe the exact location i.e. Block, Office, Room Number",,
3,124,Custom Field Label - Laptop Type(CFlaptopType),Laptop Type,,
5,124,Custom Field hint - Laptop Type(CFlaptopType),,,
3,125,Custom Field Label - Type of Mobile Request(CFmobileRequest),Type of Mobile Request,,
5,125,Custom Field hint - Type of Mobile Request(CFmobileRequest),,,
3,126,Custom Field Label - Mobile Phone(CFmobilePhone),Mobile Phone,,
5,126,Custom Field hint - Mobile Phone(CFmobilePhone),,,
3,127,Custom Field Label - Job Function(CFjobFunction),Job Function,,
5,127,Custom Field hint - Job Function(CFjobFunction),,,
3,128,Custom Field Label - Comments(CFcomments),Comments,,
5,128,Custom Field hint - Comments(CFcomments),Please specify any additional requirements.,,
3,129,Custom Field Label - Mobile Number(CFmobileNumber),Mobile Number,,
5,129,Custom Field hint - Mobile Number(CFmobileNumber),,,
3,130,Custom Field Label - SIM Card Number(CFsimCardNumber),SIM Card Number,,
5,130,Custom Field hint - SIM Card Number(CFsimCardNumber),,,
3,131,Custom Field Label - Select Peripherals (CFperipherals),Select Peripherals ,,
5,131,Custom Field hint - Select Peripherals (CFperipherals),"Please choose from the list below (you may make multiple selections). If you select 'Other', please specify details in the comments box below. ",,
3,132,Custom Field Label - Printer Request Type(CFprinterRequestType),Printer Request Type,,
5,132,Custom Field hint - Printer Request Type(CFprinterRequestType),,,
3,133,Custom Field Label - Printer Location(CFprinterLocation),Printer Location,,
5,133,Custom Field hint - Printer Location(CFprinterLocation),"Please describe the exact printer location i.e. Block, Office, Room Number.",,
3,134,Custom Field Label - Make and Model(CFprinterMake),Make and Model,,
5,134,Custom Field hint - Make and Model(CFprinterMake),,,
3,135,Custom Field Label - Colour or Mono?(CFprinterColourMono),Colour or Mono?,,
5,135,Custom Field hint - Colour or Mono?(CFprinterColourMono),,,
3,136,Custom Field Label - Paper Size(CFpaperSize),Paper Size,,
5,136,Custom Field hint - Paper Size(CFpaperSize),,,
3,137,Custom Field Label - Please provide further information(CFfurtherInfo),Please provide further information,,
5,137,Custom Field hint - Please provide further information(CFfurtherInfo),,,
3,138,Custom Field Label - Is scan to e-mail required?(CFscanToEmail),Is scan to e-mail required?,,
5,138,Custom Field hint - Is scan to e-mail required?(CFscanToEmail),,,
3,139,Custom Field Label - Printer Name(CFprinterName),Printer Name,,
5,139,Custom Field hint - Printer Name(CFprinterName),,,
3,140,Custom Field Label - New Location(CFnewLocation),New Location,,
5,140,Custom Field hint - New Location(CFnewLocation),"Please describe the exact location i.e Block, Office, Room number.",,
3,141,Custom Field Label - First Name(CFfirstName),First Name,,
5,141,Custom Field hint - First Name(CFfirstName),,,
3,142,Custom Field Label - Last Name(CFlastName),Last Name,,
5,142,Custom Field hint - Last Name(CFlastName),,,
3,143,Custom Field Label - Employee ID(CFemployeeId),Employee ID,,
5,143,Custom Field hint - Employee ID(CFemployeeId),,,
3,144,Custom Field Label - Email Address(CFemailAddress),Email Address,,
5,144,Custom Field hint - Email Address(CFemailAddress),,,
3,145,Custom Field Label - Leaving Date(CFleavingDate),Leaving Date,,
5,145,Custom Field hint - Leaving Date(CFleavingDate),,,
3,146,Custom Field Label - Starting Date(CFstartingDate),Starting Date,,
5,146,Custom Field hint - Starting Date(CFstartingDate),,,
3,147,Custom Field Label - Hardware(CFhardware),Hardware,,
5,147,Custom Field hint - Hardware(CFhardware),,,
3,148,Custom Field Label - Shared Drive(CFsharedDrive),Shared Drive,,
5,148,Custom Field hint - Shared Drive(CFsharedDrive),,,
3,149,Custom Field Label - Access Type(CFaccessType),Access Type,,
5,149,Custom Field hint - Access Type(CFaccessType),,,
3,150,Custom Field Label - Shared File Path(CFsharedFilePath),Shared File Path,,
5,150,Custom Field hint - Shared File Path(CFsharedFilePath),,,
3,151,Custom Field Label - Change Type(CFchangeType),Change Type,,
5,151,Custom Field hint - Change Type(CFchangeType),,,
3,153,Custom Field Label - Start Date:(CFstartDate),Start Date:,,
5,153,Custom Field hint - Start Date:(CFstartDate),,,
3,154,Custom Field Label - End Date:(CFendDate),End Date:,,
5,154,Custom Field hint - End Date:(CFendDate),,,
3,155,Custom Field Label - Implementation Plan(CFimplementationPlan),Implementation Plan,,
5,155,Custom Field hint - Implementation Plan(CFimplementationPlan),,,
3,156,Custom Field Label - Test Plan(CFtestPlan),Test Plan,,
5,156,Custom Field hint - Test Plan(CFtestPlan),,,
3,157,Custom Field Label - Backout Plan(CFbackoutPlan),Backout Plan,,
5,157,Custom Field hint - Backout Plan(CFbackoutPlan),,,
3,158,Custom Field Label - Outage Required?(CFoutageRequired),Outage Required?,,
5,158,Custom Field hint - Outage Required?(CFoutageRequired),,,
3,159,Custom Field Label - Outage Duration(CFoutageDuration),Outage Duration,,
5,159,Custom Field hint - Outage Duration(CFoutageDuration),,,
3,160,Custom Field Label - Estimated Time To Implement(CFchangeDuration),Estimated Time To Implement,,
5,160,Custom Field hint - Estimated Time To Implement(CFchangeDuration),,,
3,161,Custom Field Label - Emergency Change Reason(CFemergencyChangeReason),Emergency Change Reason,,
5,161,Custom Field hint - Emergency Change Reason(CFemergencyChangeReason),,,
3,162,Custom Field Label - Do you require hardware for your new starter?(CFhardwareRequired),Do you require hardware for your new starter?,,
5,162,Custom Field hint - Do you require hardware for your new starter?(CFhardwareRequired),,,
3,163,Custom Field Label - How are they managing their IT currently?(CFExistingProvider),How are they managing their IT currently?,,
5,163,Custom Field hint - How are they managing their IT currently?(CFExistingProvider),,,
3,164,Custom Field Label - What industry are they in?(CFCompanyType),What industry are they in?,,
5,164,Custom Field hint - What industry are they in?(CFCompanyType),,,
3,165,Custom Field Label - What kind of opportunity is this?(CFOpportunityType),What kind of opportunity is this?,,
5,165,Custom Field hint - What kind of opportunity is this?(CFOpportunityType),,,
3,166,Custom Field Label - How did they hear?(CFHowDidTheyHear),How did they hear?,,
5,166,Custom Field hint - How did they hear?(CFHowDidTheyHear),,,
3,167,Custom Field Label - How many employees?(CFOppSize),How many employees?,,
5,167,Custom Field hint - How many employees?(CFOppSize),,,
3,168,Custom Field Label - Requirements(CFSalesRequirements),Requirements,,
5,168,Custom Field hint - Requirements(CFSalesRequirements),,,
3,169,Custom Field Label - Site Report Notes(CFSiteReportNotes),Site Report Notes,,
5,169,Custom Field hint - Site Report Notes(CFSiteReportNotes),,,
3,170,Custom Field Label - Working From Home(CFUserWorkingFromHome),Working From Home,,
5,170,Custom Field hint - Working From Home(CFUserWorkingFromHome),,,
3,171,Custom Field Label - Deliver To Head Office(CFDeliverToHeadOffice),Deliver To Head Office,,
5,171,Custom Field hint - Deliver To Head Office(CFDeliverToHeadOffice),,,
3,172,Custom Field Label - Passwords(CFCTCustomerPasswords),Passwords,,
5,172,Custom Field hint - Passwords(CFCTCustomerPasswords),,,
3,173,Custom Field Label - Type(CFCustomerPasswordType),Type,,
5,173,Custom Field hint - Type(CFCustomerPasswordType),,,
3,174,Custom Field Label - Username(CFCustomerPasswordUsername),Username,,
5,174,Custom Field hint - Username(CFCustomerPasswordUsername),,,
3,175,Custom Field Label - Password(CFCustomerPasswordPassword),Password,,
5,175,Custom Field hint - Password(CFCustomerPasswordPassword),,,
3,176,Custom Field Label - Passwords(CFCustomerPasswords),Passwords,,
5,176,Custom Field hint - Passwords(CFCustomerPasswords),,,
3,177,Custom Field Label - Are you currently using a desktop computer or a laptop?(CFHardwareTypeAllocated),Are you currently using a desktop computer or a laptop?,,
5,177,Custom Field hint - Are you currently using a desktop computer or a laptop?(CFHardwareTypeAllocated),,,
3,178,Custom Field Label - Are you planning to work at home full time or both home and the office?(CFHybridWorking),Are you planning to work at home full time or both home and the office?,,
5,178,Custom Field hint - Are you planning to work at home full time or both home and the office?(CFHybridWorking),,,
3,179,Custom Field Label - Do you currently use additional monitors?(CFCurrentMonitors),Do you currently use additional monitors?,,
5,179,Custom Field hint - Do you currently use additional monitors?(CFCurrentMonitors),,,
3,180,Custom Field Label - How many additional monitors?(CFMonitorCount),How many additional monitors?,,
5,180,Custom Field hint - How many additional monitors?(CFMonitorCount),,,
3,181,Custom Field Label - Which Software applications do you use?(CFSoftwareUsed),Which Software applications do you use?,,
5,181,Custom Field hint - Which Software applications do you use?(CFSoftwareUsed),,,
3,182,Custom Field Label - Does anyone need access to the terminated user's mailbox?(CFtermShared),Does anyone need access to the terminated user's mailbox?,,
5,182,Custom Field hint - Does anyone need access to the terminated user's mailbox?(CFtermShared),,,
3,183,Custom Field Label - Enter the email address of the user that should be given access(CFtermShareduser),Enter the email address of the user that should be given access,,
5,183,Custom Field hint - Enter the email address of the user that should be given access(CFtermShareduser),,,
3,184,Custom Field Label - Have you created the Sales Order?(CFSOCreation),Have you created the Sales Order?,,
5,184,Custom Field hint - Have you created the Sales Order?(CFSOCreation),,,
3,185,"Custom Field Label - I want to specify file shares, drives, sites, or documents this user should have access to(CFFileAccess)","I want to specify file shares, drives, sites, or documents this user should have access to",,
5,185,"Custom Field hint - I want to specify file shares, drives, sites, or documents this user should have access to(CFFileAccess)",,,
3,186,"Custom Field Label - Please list which File Shares, Libraries, Sites, or Documents this user needs access to(CFFileAccessNeeded)","Please list which File Shares, Libraries, Sites, or Documents this user needs access to",,
5,186,"Custom Field hint - Please list which File Shares, Libraries, Sites, or Documents this user needs access to(CFFileAccessNeeded)",,,
3,187,"Custom Field Label - Please specify the users PRIMARY team (if top level to all Teams, specify Team Manager)(CFSnowdenFileShareAccess)","Please specify the users PRIMARY team (if top level to all Teams, specify Team Manager)",,
5,187,"Custom Field hint - Please specify the users PRIMARY team (if top level to all Teams, specify Team Manager)(CFSnowdenFileShareAccess)",,,
3,188,Custom Field Label - Please specify which shares the user should be able to access(CFGATEFileShareAccess),Please specify which shares the user should be able to access,,
5,188,Custom Field hint - Please specify which shares the user should be able to access(CFGATEFileShareAccess),,,
3,189,Custom Field Label - Desired Email Address:(CFDesiredEmailAddress),Desired Email Address:,,
5,189,Custom Field hint - Desired Email Address:(CFDesiredEmailAddress),,,
3,190,Custom Field Label - Select SharePoint sites to grant access:(CFTransverseShares),Select SharePoint sites to grant access:,,
5,190,Custom Field hint - Select SharePoint sites to grant access:(CFTransverseShares),,,
3,191,Custom Field Label - Select the SharePoint sites to grant access to:(CFNotionShares),Select the SharePoint sites to grant access to:,,
5,191,Custom Field hint - Select the SharePoint sites to grant access to:(CFNotionShares),,,
3,192,Custom Field Label - This order requires scheduled installation by a technician(CFRequiresInstall),This order requires scheduled installation by a technician,,
5,192,Custom Field hint - This order requires scheduled installation by a technician(CFRequiresInstall),,,
3,193,Custom Field Label - Requires On Site Installation?(CFInstallRequired),Requires On Site Installation?,,
5,193,Custom Field hint - Requires On Site Installation?(CFInstallRequired),,,
3,194,Custom Field Label - Check this box if user requires a Zoom account(CFNotionZoom),Check this box if user requires a Zoom account,,
5,194,Custom Field hint - Check this box if user requires a Zoom account(CFNotionZoom),,,
3,195,Custom Field Label - Check this box if this user requires a Slack account(CFNotionSlack),Check this box if this user requires a Slack account,,
5,195,Custom Field hint - Check this box if this user requires a Slack account(CFNotionSlack),,,
3,196,Custom Field Label - Check this box if this user requires a Mavenlink account(CFNotionMavenlink),Check this box if this user requires a Mavenlink account,,
5,196,Custom Field hint - Check this box if this user requires a Mavenlink account(CFNotionMavenlink),,,
3,197,Custom Field Label - Display Name(CFDisplayName),Display Name,,
5,197,Custom Field hint - Display Name(CFDisplayName),,,
3,198,Custom Field Label - User Principal Name(CFUPN),User Principal Name,,
5,198,Custom Field hint - User Principal Name(CFUPN),,,
3,199,Custom Field Label - Temporary Password(CFNewUserPassword),Temporary Password,,
5,199,Custom Field hint - Temporary Password(CFNewUserPassword),,,
3,200,Custom Field Label - Is this user an employee or a contractor?(CFNotionUserType),Is this user an employee or a contractor?,,
5,200,Custom Field hint - Is this user an employee or a contractor?(CFNotionUserType),,,
3,201,Custom Field Label - Provision user immediately regardless of start date(CFProvisionImmediately),Provision user immediately regardless of start date,,
5,201,Custom Field hint - Provision user immediately regardless of start date(CFProvisionImmediately),,,
3,202,Custom Field Label - GATE User Type(CFGATEUserType),GATE User Type,,
5,202,Custom Field hint - GATE User Type(CFGATEUserType),,,
3,203,Custom Field Label - GATE Domain(CFGATEDomain),GATE Domain,,
5,203,Custom Field hint - GATE Domain(CFGATEDomain),,,
